keyword,title,abstract,publication_date,first_author_display_name,last_author_display_name,institution_display_name,institution_country_code,relevant,justification,year
mold,"Soft, smart contact lenses with integrations of wireless circuits, glucose sensors, and displays","This study presents a soft, smart contact lens that provides real-time sensing for diabetes through a wireless display.",2018-01-05,Jihun Park,Joohee Kim,Ulsan National Institute of Science and Technology,KR,yes,"Yes, the paper is relevant because it discusses the development of a soft, smart contact lens with integrated sensing capabilities, which aligns with the company's focus on soft contact lenses. The mention of glucose sensors is particularly pertinent to potential applications in diabetic management, relevant to drug delivery and monitoring.",2018
mold,Design of polyurea networks containing anticancer and anti‐inflammatory drugs for dual drug delivery purposes,"Abstract Naproxen (Nap), a non‐steroidal anti‐inflammatory drug, and 5‐fluorouracil (5FU), an anticancer drug, were easily incorporated into a polyurea xerogel. Polyureas (PUr) were synthesized by one pot reaction via sol–gel chemistry. Soft segments were based on polyetheramine‐PEO and hard segments were based on a hexamethylene diisocyanate trimer (HDI). The final materials were characterized by Fourier transform infrared (FTIR) spectroscopy, small‐angle X‐ray scattering (SAXS), and differential scanning calorimetry (DSC). Polyurea can assume many forms revealing its versatility in terms of produced shapes. In good agreement with FTIR, SAXS studies showed a microphase separated structure arising from inter‐hard‐domain spacings, which remains unchanged after incorporation of the drugs. DSC analysis demonstrated that the PEO chain mobility was poorly affected after the drugs incorporation due to the solvation of the drugs through the network. The water uptake and the amount of drug released agree well, playing an important role for controlled Nap and 5FU release. This work opens positive perspectives for ocular drug delivery and wound management, due to the easy processability of the xerogel, which has high feasibility to be moldable as pharmaceutical devices for contact lenses and transdermal patches purposes containing distinct therapeutic agents.",2021-11-26,Mariane A. de Resende,Gabriele A. Pedroza,Universidade de Franca,BR,yes,"Yes, the paper is relevant. It discusses the design of polyurea networks incorporating drug delivery systems, particularly for ocular applications, which aligns with the company's focus on soft contact lenses and the manufacturing of pharmaceutical devices for drug delivery.",2021
mold,Nanoimprint lithography: An old story in modern times? A review,"Nanoimprint lithography (NIL) is a high throughput, high-resolution parallel patterning method in which a surface pattern of a stamp is replicated into a material by mechanical contact and three dimensional material displacement. This can be done by shaping a liquid followed by a curing process for hardening, by variation of the thermomechanical properties of a film by heating and cooling, or by any other kind of shaping process using the difference in hardness of a mold and a moldable material. The local thickness contrast of the resulting thin molded film can be used as a means to pattern an underlying substrate on wafer level by standard pattern transfer methods, but also directly in applications where a bulk modified functional layer is needed. Therefore it is mainly aimed toward fields in which electron beam and high-end photolithography are costly and do not provide sufficient resolution at reasonable throughput. The aim of this review is to play between two poles: the need to establish standard processes and tools for research and industry, and the issues that make NIL a scientific endeavor. It is not the author’s intention to duplicate the content of the reviews already published, but to look on the NIL process as a whole. The author will also address some issues, which are not covered by the other reviews, e.g., the origin of NIL and the misconceptions, which sometimes dominate the debate about problems of NIL, and guide the reader to issues, which are often forgotten or overlooked.",2008-03-01,Helmut Schift,,Paul Scherrer Institute,CH,yes,"Yes, the paper is relevant. It discusses nanoimprint lithography (NIL), which is a manufacturing technique that could be applicable in the production of soft contact lenses, particularly in creating molds and patterns for drug delivery systems or functional layers in the lenses.",2008
mold,A contact lens with embedded sensor for monitoring tear glucose level,,2011-01-01,Huanfen Yao,Angela J. Shum,University of Washington,US,yes,"Yes, the paper is relevant. The title of the paper directly addresses the development of a contact lens that incorporates technology to monitor glucose levels, aligning with the company's focus on soft contact lenses and innovations in their manufacturing and functionality.",2011
injection,The Vascular Response to Contact Lens Wear,"The ocular limbal blood vessels were studied in daily wearers of soft contact lenses and hard contact lenses, and in eyes of subjects who had never worn a contact lens. The degree of filling of vessels and the number of vessels crossing the limbus were measured photographically at the inferior limbus. The extent to which vessel filling in contact lens wearers could be considered as capillary injection, as apposed to new vessel growth, was estimated by comparing the degree of injection in lens wearers to that found in nonwearers given a vasodilating stimulus. It was found that soft lens wearers showed greater limbal injection than hard lens wearers. The limbal vasculature of hard lens wearers was indistinguishable from that of nonwearers. The vascular response to soft lens wear was similar in magnitude to that produced by vasodilating agents in noncontact lens wearers, and was therefore considered to be due to the filling of preexisting capilliaries rather than new vessel growth. The chronic level of vessel dilation in soft lens wearers is cause for concern, as sustained dilation of the limbal vessels may be a precursor to new vessel growth.",1982-10-01,Charles W. McMonnies,Anthony Chapman‐davies,,,yes,"Yes, the paper is relevant. It evaluates the vascular response in soft contact lens wearers, specifically focusing on the implications of sustained limbal vessel dilation. This directly relates to the company's interest in soft contact lenses and their manufacturing processes.",1982
injection,Applications of Hyaluronic Acid in Ophthalmology and Contact Lenses,"Hyaluronic acid (HA) is a glycosaminoglycan that was first isolated and identified from the vitreous body of a bull’s eye. HA is ubiquitous in the soft connective tissues of animals and therefore has high tissue compatibility for use in medication. Because of HA’s biological safety and water retention properties, it has many ophthalmology-related applications, such as in intravitreal injection, dry eye treatment, and contact lenses. Due to its broad range of applications, the identification and quantification of HA is a critical topic. This review article discusses current methods for analyzing HA. Contact lenses have become a widely used medical device, with HA commonly used as an additive to their production material, surface coating, and multipurpose solution. HA molecules on contact lenses retain moisture and increase the wearer’s comfort. HA absorbed by contact lenses can also gradually release to the anterior segment of the eyes to treat dry eye. This review discusses applications of HA in ophthalmology.",2021-04-24,Wan-Hsin Chang,Peiyi Liu,Yung Shin Pharmaceutical Industrial (Taiwan),TW,yes,"Yes, the paper is relevant. It discusses the applications of hyaluronic acid in ophthalmology, specifically highlighting its use in contact lenses, which aligns with the company's focus on soft contact lens manufacturing and associated technologies.",2021
injection,Microbial keratitis associated with extended wear of silicone hydrogel contact lenses,"Traditional hydrogel soft contact lenses (SCL) have limited oxygen permeability.1, 2 Recently introduced silicone hydrogel SCL have much higher oxygen transmissibility (Dk/t O2), allowing near normal oxygen supply to the cornea during extended lid closure, and are hoped by some to address most of the problems related to corneal hypoxia encountered with previous extended wear soft contact lenses.1, 3 They have therefore been approved for up to 30 days of continuous wear in both Europe and Australia.

Four cases of microbial keratitis in patients who were using silicone hydrogel SCL (either CibaVision Focus Night and Day lenses (Lotrafilicon A, fluorosiloxane hydrogel) or Bausch & Lomb PureVision lenses (Balafilcon A, silicone hydrogel)) on an extended wear basis are presented. The minimum amount of continuous wear was 24 hours. All cases were treated either in private or at the corneal clinic of the Royal Victorian Eye and Ear Hospital from December 2000 to February 2001. All the patients underwent a complete ophthalmic examination by a corneal specialist. Microbiological specimens were taken from all patients via cornea scrapings and were submitted for Gram and Blankophor staining, and bacterial and fungal cultures via direct inoculation onto sheep blood agar, chocolate agar, and Sabouraud agar. Bacterial sensitivities of cultured organisms were also obtained. Where possible, the contact lenses themselves were also sent for microbial cultures.

Each case is described in brief, and a summary presented in Table 1.

View this table:

 Table 1  
Summary of case details



This 22 year old man presented with a 2 day history of left ocular injection, pain, photophobia, and blurred vision. He was wearing CibaVision Focus Night and Day SCL continuously for 10 days at a time, discarding the lenses after a month of use. He had swum in the sea while wearing the same lenses 2 weeks before, after which …",2002-03-01,Lyndell L. Lim,,The Royal Victorian Eye & Ear Hospital,AU,yes,"Yes, the paper is relevant. It discusses microbial keratitis associated with the extended wear of silicone hydrogel contact lenses, which directly relates to the topic of soft contact lenses in the company's research objective. Additionally, it provides insights into the safety and efficacy of a specific type of contact lens, aligning with potential manufacturing and regulatory considerations.",2002
injection,Patient Preferences and Comparative Ocular Responses to Rigid and Soft Contact Lenses,"Patient preferences and ocular responses were compared between rigid and soft contact lenses by randomly fitting 32 neophyte subjects with a rigid lens in 1 eye and a soft lens in the contralateral eye. Twentyseven of 32 subjects completed the 3-month study and 16 subjects were willing to continue for an additional 3-month extension. Subjects preferred the comfort and handling of the soft lens but preferred the vision provided by the rigid lens and initially its ease of maintenance. There was also a marked preference for the soft lens when all aspects of lens wear were compared. Objectively, the rigid lenses were responsible for more ocular changes than the soft lenses. Palpebral aperture sizes of the rigid gas permeable (RGP) wearing eyes decreased significantly (0.5 mm; p<0.05) compared to the soft lens wearing eyes. The incidence of corneal staining was significantly greater in the rigid lens wearing eye (50% RGP vs. 22% soft) but limbal injection was greater in the soft lens wearing eye (18% soft vs. 6% RGP). Refractive sphere, cylinder, and corneal astigmatism decreased in the rigid lens wearing eye after 3 months. This daily wear clinical trial has shown a marked subjective preference for wearing soft lenses with fewer short-term ocular effects.",1995-12-01,Desmond Fonn,Charline Gauthier,College of Optometrists,GB,yes,"Yes, the paper is relevant. It directly investigates patient preferences between soft and rigid contact lenses, providing insights into the ocular responses and subjective comfort associated with soft lenses, which aligns with the company's focus on soft contact lens manufacturing.",1995
injection,Ocular Concentrations of Mitomycin C Using Different Delivery Devices,"Hypotony and its sequelae are a frequent complication of trabeculectomies performed with mitomycin C (MMC), possibly related to intraocular toxicity of the substance. In an animal model with rabbits, we used different devices for the application of MMC and measured extra- and intraocular concentrations by HPLC. In addition, the concentrations of MMC remaining in the devices were determined. The devices were (1) a regular surgical sponge, (2) a scleral shield, (3) a presoaked soft contact lens, (4) a soft contact lens with MMC application, and (5) subconjunctival injection. Ocular concentrations of MMC were similar within the first 4 groups and were highest in the last. The measurements suggest that MMC penetrates intraocularly regardless of the device used. The variability of remaining MMC concentrations in the devices was lowest in the soft contact lenses suggesting an improved delivery system compared to the usually used surgical sponges.",1997-12-04,Holger Mietz,Michael Diestelhorst,,,yes,"Yes, the paper is relevant. It investigates the effectiveness of different delivery devices, including soft contact lenses, for administering Mitomycin C (MMC), which aligns with the company's focus on soft contact lens manufacturing and drug delivery systems.",1997
injection,Delayed tear clearance in contact lens associated papillary conjunctivitis,"To study the tear film clearance in contact lens associated papillary conjunctivitis patients.Fifty-eight daily-wear soft contact lens wearers completed a questionnaire regarding a survey of their contact lens usage and subjective symptoms. They were grouped according to the size of conjunctival papillae, namely PC1 with no papillae, PC2 with papillae of less than 0.3 mm, and PC3 with papillae of 0.3-1.0 mm in diameter. Tear film breakup time and fluorescein clearance tests were performed.There was a median of 1, 2, and 3 subjective symptoms in PC1, PC2, and PC3 groups respectively (p < 0.001). Patients with larger papillae on their upper tarsus had more subjective symptoms such as burning sensation, discharge, limbal injection, foreign body sensation and dryness sensation (p = 0.018, 0.001, 0.004, 0.005, and 0.036 respectively). They also had shorter tear film breakup time (p = 0.05), delayed tear clearance (p = 0.002) and more corneal neovascularization (p < 0.001). Patients having delayed tear clearance test tended to have more subjective symptoms (p = 0.004) and larger papillae on upper tarsus (p = 0.002). However, neither the way the patients cleaned their contact lenses nor their enzyme cleaning frequency associated with the tear fluorescein clearance (p = 0.528 and 0.394, respectively). Meibomian gland dysfunction and corneal neovascularization did not correlate with the delayed tear clearance either (p = 0.111 and 0.717, respectively).Tear clearance in contact lens associated papillary conjunctivitis patients was delayed. We proposed that delayed tear clearance might increase the protein and inflammatory mediator concentrations in the tear film and contribute to the pathogenesis or aggravate the severity of contact lens associated papillary conjunctivitis.",2001-01-01,Shu-Wen Chang,Chee‐Jen Chang,Chang Gung University,TW,yes,"Yes, the paper is relevant. It investigates the effects of contact lens wear on tear film dynamics and the associated symptoms in patients with papillary conjunctivitis, which is directly related to soft contact lens usage and could inform improvements in manufacturing and design.",2001
injection,Fungal keratitis in a soft contact lens wearer.,"To describe a case of fungal keratitis in a soft contact lens wearer.A 57 year old female, compliant, frequent replacement soft contact lens wearer, with a possible prior history of herpes simplex keratitis, presented with pain and injection of her left eye of four weeks duration. Gram stain of a corneal ulcer of the left eye revealed fungal organisms and cultures grew Fusarium solani. The infiltrate responded to topical and systemic antifungal agents, but a corneal perforation developed which required a therapeutic penetrating keratoplasty.Fungal infections are a cause of corneal ulcers in contact lens wearers. Despite the use of topical and systemic antifungal agents, fungal ulcers frequently require surgical intervention.",2000-07-01,Rod Foroozan,Eagle Rc,Wills Eye Hospital,US,yes,"Yes, the paper is relevant. It addresses a case of fungal keratitis in a soft contact lens wearer, directly tying into the company's focus on soft contact lenses and their associated risks, including infections which may have manufacturing implications related to mold.",2000
injection,Safety and efficacy of loteprednol etabonate for treatment of papillae in contact lens-associated giant papillary conjunctivitis,"Loteprednol etabonate (LE) is a new corticosteroid based on the ""soft drug"" concept. Contact lens-associated giant papillary conjunctivitis (GPC) was studied as a model for the anti-inflammatory effect of LE. Patients with bilateral GPC were enrolled in a multicenter, randomized, double-masked, placebo-controlled, parallel group comparison of loteprednol etabonate 0.5% ophthalmic suspension and the LE vehicle (placebo). Patients were instructed to instill 1 drop of the test medication into each eye 4 times daily for 4 weeks, and follow-up examinations occurred on Days 2 or 3, 7, 14, 21, and 28 of masked therapy. Of 113 patients enrolled, 110 patients (LE=55; placebo=55) completed the study as planned. Patients receiving LE demonstrated significant reduction in the primary ocular signs of GPC (papillae, p < 0.001) and were rated better in the Investigator's Global Assessment (p=0.017). LE did not elevate intraocular pressure during the study, and ratings for bulbar conjunctival injection and the Patient Opinion Assessment demonstrated statistical trends that favored treatment with LE. LE was well tolerated and was clinically effective for the treatment of GPC.",1993-01-01,Jimmy D. Bartlett,John F. Howes,University of Alabama at Birmingham,US,yes,"Yes, the paper is relevant. It investigates the safety and efficacy of loteprednol etabonate, a corticosteroid used to treat contact lens-associated giant papillary conjunctivitis, directly aligning with the company's focus on soft contact lenses and potential therapeutic interventions.",1993
injection,Successful Immunization Against Acanthamoeba Keratitis in a Pig Model,"The feasibility of inducing protective immunity to Acanthamoeba keratitis was tested in a pig model. Experiments were designed to determine if ocular infection with Acanthamoeba trophozoites would elicit protection against reinfection. Additional experiments examined whether injection of parasite antigens either intramuscularly, subconjunctivally, or by both routes would induce immunity. Therefore, four groups of animals were examined: (a) pigs that had resolved a primary corneal infection with Acanthamoeba; (b) pigs immunized intramuscularly; (c) pigs immunized subconjunctivally; and (d) pigs immunized intramuscularly and subconjunctivally. Animals were subsequently challenged with parasite-laden soft contact lenses and observed clinically for the appearance of Acanthamoeba keratitis. Acanthamoeba-specific serum antibody titers and blastogenic responses of peripheral blood lymphocytes were determined weekly. The results indicated that intramuscular injection of Acanthamoeba antigens failed to protect against ocular infection even though hosts developed high titers of IgG antibodies and displayed lymphocyte blastogenic responses to parasite antigens. Ocular infection alone failed to stimulate immunity in any of the animals. By contrast, 50% of the hosts immunized subconjunctivally were protected against corneal disease, and 100% of the animals immunized by a combination of intramuscular and subconjunctival administration of parasite antigens were completely protected against two separate ocular challenges with infectious parasites. Protection did not correlate with either IgG antibody titers or blastogenic potentials of peripheral blood lymphocytes. Interestingly, ocular infection alone failed to stimulate immunity to subsequent ocular challenge with infectious parasites. Thus, administration of parasite antigen via the subconjunctival route can protect against Acanthamoeba keratitis.",1995-03-01,Hassan Alizadeh,Yu-Guang He,The University of Texas Southwestern Medical Center,US,yes,"Yes, the paper is relevant. It explores immunization against Acanthamoeba keratitis, a condition that can be exacerbated by contact lens use, and discusses the effectiveness of different administration routes for antigens, which could inform the development of preventive strategies in the soft contact lens market.",1995
injection,Clinical Investigation of Asmofilcon A Silicone Hydrogel Lenses,"Purpose. To investigate the clinical and subjective performance of asmofilcon A, a new third generation silicone hydrogel contact lens during 6-night extended wear (EW) over 6 months. Methods. A prospective, randomized, single-masked study was conducted. Sixty experienced daily wear soft contact lens wearers were randomly assigned to wear either asmofilcon A or senofilcon A contact lenses bilaterally for 6 months on an EW basis. Evaluations were conducted at contact lens delivery and after 1 week, 4 weeks, 3 and 6 months of EW. Results. Fifty subjects (83%) successfully completed the study. Two subjects experienced adverse events; one unilateral red eye with asmofilcon A and one asymptomatic infiltrate with senofilcon A. There were no significant differences in high or low contrast distance visual acuity between asmofilcon A and senofilcon A; however, low contrast distance visual acuity decreased significantly over time with both contact lens types (p < 0.05). The two lens types did not vary significantly with respect to any of the objective and subjective measures assessed (p > 0.05). Superior palpebral conjunctival injection showed a statistically significant increase over time with both lens types (p < 0.05). Both lens types were rated highly with respect to overall comfort, with subjects reporting 14 or 15 h of comfortable lens wearing time per day at each of the study visits (p > 0.05). Overall satisfaction ratings were also very high at all visits, with median scores of 95 (86 to 99) for asmofilcon A and 90 (85 to 96) for senofilcon A at 6 months (p > 0.05). Conclusions. Over 6 months of EW, the asmofilcon A contact lens performed in a similar manner to senofilcon A with respect to visual acuity, ocular health, and contact lens performance measures. Longer-term EW studies are required to investigate the changes over time observed with both lens types.",2009-04-01,Carol Lakkis,Stephen J. Vincent,Fundação Armando Alvares Penteado,BR,yes,"Yes, the paper is relevant. It investigates the clinical performance of asmofilcon A silicone hydrogel contact lenses, which aligns with the company's focus on soft contact lenses and related manufacturing processes. The study's findings regarding lens performance and ocular health are pertinent to advancing knowledge in this sector.",2009
injection,Nocardia asteroides sclerokeratitis in a contact lens wearer.,"To report a case of sclerokeratitis caused by Nocardia asteroides in a soft contact lens wearer.A 65-year-old male presented with a 2-month history of a corneal ulcer in the left eye. He wore two weekly disposable soft contact lenses on an extended basis. He revealed his history of gardening before the onset of symptoms. On examination, his best-corrected visual acuity was 20/30 in the right eye and 20/400 in the left eye. In the left eye, there was conjunctival injection. His cornea showed multiple patchy infiltrates, with a feathery border that was raised and involved up to the midstroma. There was a 3+ anterior chamber reaction. Corneal scrapings were performed for smears and cultures. Topical 2% amikacin sulfate every half hour along with oral clarithromycin therapy was initiated. On follow-up, the sclera lesions worsened.Smears of corneal scrapings revealed gram-positive filamentous bacteria in Gram's stain. The cultures grew Nocardia asteroides. The patient was switched to trimethoprim-sulfamethoxazole (Bactrim DS, Roche Laboratories, Nutley, NJ) as the sclera was involved. The patient responded to treatment, and the infection resolved. When last seen, approximately 4 months after his initial presentation to us, his visual acuity was 20/40 in the affected eye. There was corneal scarring, and the adjacent sclera showed thinning.Nocardia sclerokeratitis can be associated with contact lens wear. Nocardia should be considered in the differential diagnosis of a corneal ulcer with an indolent progressive course with feathery infiltrates. Topical amikacin and systemic trimethoprim-sulfamethoxazole are effective drugs in the treatment of nocardial corneal infection with scleral involvement.",2002-04-01,M S Sridhar,Elisabeth J. Cohen,Wills Eye Hospital,US,yes,"Yes, the paper is relevant. It discusses a case of sclerokeratitis associated with soft contact lens wear and presents findings on a bacterial infection that can arise from this practice. This aligns with the company's focus on soft contact lenses and associated health implications.",2002
injection,Plasmin and Epidermal Growth Factor in the Tear Fluid of Contact-Lens Wearers: Effect of Wearing Different Types of Contact Lenses and Association with Clinical Findings,"The concentrations of plasmin and epidermal growth factor were determined in tear fluid (TF) samples from wearers of different types of contact lenses (CLs) during and after cessation of CL wear (CLW). TF samples of 50 healthy eyes served as controls. The plasmin concentrations in the control group (0.4 ± 0.1 μg/ml; mean ± SEM) were significantly lower (p < 0.001) than in the group of soft CL (SCL) wearers during CLW (1.2 ± 0.2 μg/ml). Cessation of CLW led to a decrease in TF plasmin concentrations from 1.2 ± 0.2 to 0.6 ± 0.1 μg/ml in the group of SCL wearers (p < 0.001), from 1.5 ± 1.1 to 0.3 ± 0.2 μg/ml in the group of extended-wear SCL wearers (p > 0.05) and from 0.4 ± 0.3 to 0.0 ± 0.0 μg/ml in the group of gas-permeable CL wearers (p > 0.05). After CLW cessation, TF plasmin levels of CL wearers did not differ from those of controls. The occurrence of plasmin in TF was associated with a higher degree of corneal neovascularization and with the presence of limbal injection. The concentrations of epidermal growth factor in TF were not significantly altered by the discontinuation of CLW.",1990-01-01,G.‐B. van Setten,Timo Tervo,,,yes,"Yes, the paper is relevant. It investigates the effects of different types of contact lenses on tear fluid composition, particularly focusing on plasmin and epidermal growth factor, which aligns with the company's focus on soft contact lenses and their implications in ocular health.",1990
injection,Corneal scarring associated with daily soft contact lens wear.,"Three young people developed scarring of the corneas in both eyes with loss of visual acuity while wearing cosmetic daily wear soft contact lenses. The condition was bilateral in all cases. The scarring began superiorly, spreading inferiorly, and was associated with signs of external inflammation, that is, conjunctival injection and corneal staining, when the patient first presented. The conjunctival injection resolved quickly on cessation of lens wear. However, the corneal staining and scarring were much slower to resolve. Two cases did eventually resolve completely. However, the other case was left with a permanent decrease in visual acuity, associated with a fairly marked induced astigmatism, secondary to the corneal changes. Possible etiologies of this condition are discussed, including allergies to chemicals and lens deposits or a hypoxic phenomenon. Induced astigmatism, secondary to soft contact lens wear, has previously been documented, apparently related to prolonged wearing time. These cases may be demonstrating the same phenomenon developed to a more advanced and serious stage.",1983-09-01,S T Conway,S Wagdi,,,yes,"Yes, the paper is relevant as it discusses corneal scarring associated with daily soft contact lens wear, which directly relates to the company's focus on soft contact lenses. Additionally, the findings on potential complications from lens use may inform manufacturing and regulatory considerations.",1983
injection,[An experimental study of gentamycin delivery into cornea and aqueous humor from the collagen corneal shield].,"Collagen corneal shields immersed in 13.33 mg/ml gentamycin solution for 5 minutes were placed in rabbit eyes and the gentamycin concentrations in the cornea and aqueous humor were determined with radioimmunoassay. The results were compared with those achieved by soft contact lens, subconjunctival injection, and frequent instillations. It was found that (1) 1 and 3 hours after application, the collagen corneal shield produced significantly higher concentration of gentamycin in the aqueous than did the other methods, and in the cornea than did the contact lens or instillations; and (2) 6 hours after application, the antibiotic level in the cornea dropped lower than that by subconjunctival injection, but still 15-30 times higher than the bactericidal concentration.",1992-05-01,Huang Zp,Wu Ja,Capital Medical University,CN,yes,"Yes, the paper is relevant. It investigates gentamycin delivery through a method related to soft contact lenses, comparing it to other delivery methods, which aligns with the company's research objective focused on soft contact lens manufacturing and drug delivery.",1992
injection,Use of hyaluronic acid gel filler to improve contact lens wear in patients with deep sunken superior sulcus,"Deep sunken superior sulcus of the upper eyelid can result from aging, genetic, prostaglandin use, and prior aggressive upper blepharoplasty. If severe, it can cause exposure keratopathy, lagophthalmos, and giant fornix syndrome. We herein report on another milder manifestation of deep superior sulcus and its treatments.Case report.Deep sunken superior sulcus syndrome caused to soft contact lens displacement and wear intolerance and was treated with upper eyelid suclus hyaluronic acid gel injection.Contact lens wear intolerance is likely more common in patients with deep sunken superior sulcus syndrome and can potentially be treated with superior sulcus hyaluronic acid gel injection.",2018-02-10,Mehryar Taban,Neda Shamie,Doheny Eye Institute,US,yes,"Yes, the paper is relevant. It discusses the impact of deep sunken superior sulcus on contact lens wear intolerance and outlines a potential treatment involving hyaluronic acid gel injection, directly aligning with the company’s focus on soft contact lens and related manufacturing processes.",2018
injection,Painless Acanthamoeba keratitis in a soft contact lens wearer--case report.,"Aim of our paper is to present a case of painless Acanthamoeba keratitis in a soft contact lens wearer. A 17-year-old male, highly myopic, prolonged soft contact lens wearer, presented to us with painless red watery right eye having remarkably diminished vision. Last six weeks he was treated elsewhere for the microbial keratitis with no improvement. No pain was reported and on the direct questionnaire about it he denied it. There was marked mixed conjunctival and ciliary injection. A central stromal opacity with a pronounced surrounding corneal ring of inflammatory infiltration and epithelial defect was seen on biomicroscopy of the right eye. Circular pannus was already formed reaching epithelial defect overlying corneal ring infiltrate. Acanthamoeba spp in the corneal sample was confirmed. Prolonged therapy with 0.02% chlorhexidine digluconate solution combined with 0.1% hexamidine solution resulted in corneal healing left with a large central dense stromal opacity with circular pannus reaching peripheral third of the cornea but with very thin blood vessels and the best corrected visual acuity of 0.1 tested on Snellen chart. In conclusion, even in a lack of typical symptom for Acanthamoeba keratitis such as pain, this amoeba should be ruled out especially in a soft contact lens wearer.",2009-09-01,Biljana Kuzmanović Elabjer,Mladen Bušić,,,yes,"Yes, the paper is relevant. It discusses a case of Acanthamoeba keratitis in a soft contact lens wearer, which directly relates to the main research topic of soft contact lenses. The findings may have implications for manufacturing and safety considerations in contact lens use.",2009
injection,Superior fornix mass with retained soft contact lens,"A 35-year-old female presented to the oculoplastics clinic for a 1-month history of left upper eyelid painful mass, ptosis, and superior conjunctivitis with discharge [Figure 1a]. A palpable, pyogenic-like mass was present in the deep superior fornix. Computed tomography imaging demonstrated a 1.2 cm well-circumscribed lesion superficially in the upper eyelid [Figure 1b]. Intraoperatively, double eversion of the eyelid and dissection into the mass revealed a large pocket granuloma with a retained soft contact lens [Figure 1c].Figure 1: A case of a retained contact lens causing foreign body granuloma. (a) External photograph demonstrating left eyelid fullness, ptosis, and conjunctival injection. (b) Computed tomography sagittal cut demonstrating a well-circumscribed, centrally low-density cystic lesion (yellow arrow) in the anterosuperior margin of the left globe. (c) Intraoperative photograph demonstrating everted superior eyelid with a deep forniceal defect containing a foreign body granuloma and removal of soft contact lensDiscussion Forniceal pyogenic granulomas involving contact lenses are usually a result of rigid gas permeable lenses, and generally cause chronic conjunctivitis and eye irritation.[1] Less commonly, retained soft contact lenses have been reported to masquerade as a superior orbital mass.[2] In these cases, double eversion of the eyelid generally reveals a visible contact lens in the deep superior fornix. In our case, double eversion revealed a deep forniceal defect with the contact lens surrounded by granulomatous tissue. Computed tomography imaging of masses with retained contact lens generally reveals a homogeneous cyst-like mass without evidence of a foreign body.[3] Some authors hypothesized that after a contact lens is displaced into the upper fornix, the contact lens can become fixed against the upper border of the tarsus.[4] With blinking, the contact lens erodes through the conjunctiva and can eventually be surrounded by granulation tissue.[5] Regardless of a history of a lost contact lens, the presence of a soft, mobile, purulent mass in the deep fornix of a contact lens wearer should raise suspicion for a foreign body granuloma from a retained contact lens. High clinical suspicion is key to establishing this relatively rare diagnosis given that some cases may present without conjunctival irritation or injection.[5] Surgical removal of the foreign body granuloma with a course of topical antibiotics can result in good clinical outcomes. Prevention of contact lens related complication through patient education cannot be overemphasized. Declaration of patient consent The authors certify that they have obtained all appropriate patient consent forms. In the form the patient(s) has/have given his/her/their consent for his/her/their images and other clinical information to be reported in the journal. The patients understand that their names and initials will not be published and due efforts will be made to conceal their identity, but anonymity cannot be guaranteed. Financial support and sponsorship Nil. Conflicts of interest There are no conflicts of interest.",2021-01-01,Carl B. Rebhun,Ann Q. Tran,NYU Langone Health,US,yes,"Yes, the paper is relevant. It discusses complications associated with soft contact lenses, specifically focusing on retained lenses causing foreign body granulomas, which ties directly into the company's interest in soft contact lens manufacturing and potential safety concerns.",2021
injection,Ocular Complications in Contact Lens Wear and the Risk Factors: A retrospective analysis,"Contact lens-related complications might range from harmless irritation to sight-threatening reactions. The key to prevention other than adhering to good hygiene is preliminary eye examinations and timely aftercare assessments. A retrospective analysis of 33 patient clinical records at the university clinic was performed to determine the ocular complications among soft contact lens wearers and its risk factors. Overall, findings indicate that conjunctival hyperemia was the most prevalent complication. Poor lens fit was associated with limbal injection and CLPC. Sleeping with lenses was the most non-compliant behaviour. Eyecare practitioners need to be alarmed by these risk parameters among the young wearers. Keywords: Contact lens; complications; risk factors; hygiene eISSN: 2398-4287© 2021. The Authors. Published for AMER ABRA cE-Bs by e-International Publishing House, Ltd., UK. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Peer–review under responsibility of AMER (Association of Malaysian Environment-Behaviour Researchers), ABRA (Association of Behavioural Researchers on Asians/Africans/Arabians) and cE-Bs (Centre for Environment-Behaviour Studies), Faculty of Architecture, Planning &amp; Surveying, Universiti Teknologi MARA, Malaysia. DOI: https://doi.org/10.21834/ebpj.v6i17.2881",2021-08-15,Elly Liyana Zainodin,Nur Aresya Ahmad Najmee,Universiti Teknologi MARA,MY,yes,"Yes, the paper is relevant. It addresses complications associated with soft contact lens wear, which aligns with the main topic of the research objective, and identifies risk factors that could inform safety and manufacturing considerations in the production of soft contact lenses.",2021
drug,Drug delivery through soft contact lenses.,"Clinical studies were conducted on 466 patients waiting for senile cataract surgery and receiving chloromycetin, gentamicin, or carbenicillin subconjunctivally and through New Sauflon 70 and New Sauflon 85 lenses. The aqueous drug levels were biologically estimated at various time intervals. Soft contact lenses provided significantly higher drug penetration than subconjunctival therapy. Both modes of treatment provided therapeutically effective levels against most of the common ocular pathogens for varying intervals of 2 to 12 hours.",1988-02-01,Manoj Jain,,,,yes,"Yes, the paper is relevant. It discusses drug delivery through soft contact lenses, which aligns directly with the company's objective of exploring soft contact lens manufacturing and drug applications. The findings on effective drug penetration through lenses are particularly pertinent for developing drug-infused lens manufacturing processes.",1988
