main_keyword,patent_id,patent_title,patent_date,patent_abstract,assignee_organization,assignee_country,cpc_group_id,year,cpc_group_title
soft contact lens,5461433,Highly hydrous soft contact lens and a treating solution for contact lenses,1995-10-24,"A highly hydrous soft contact lens comprising a copolymer which contains as an ingredient a monomer having constitution similar to that of phospholipid represented by the following general formula: ##STR1## n is an integer of 1-20, and, R.sub.2, R.sub.3 and R.sub.4 are the same or different groups and alkyl or hydroxyalkyl of 1-8 carbon atoms. Further, a treating solution for contact lenses which comprises a polymer containing as an ingredient the above monomer and a solvent which can dissolve the polymer.",NOF CORPORATION,JP,C11D3/37,1995,Other compounding ingredients of detergent compositions covered in group C11D1/00-Organic compounds-Polymers 
soft contact lens,5365701,Multi-focal contact lens,1994-11-22,"A tool for forming a soft contact lens having an optical zone formed with a center spherical surface and surrounding aspheric surfaces is disclosed. The tool includes a lens holder having a perfectly centered rearwardly extending cylindrical portion received in a collet of a lens cutting lathe and a transverse front end wall defining a front end opening receiving the lens blank body projecting forwardly through the opening. The lens blank is formed with a mounting flange seated against a rear facing step in the transverse end wall. The lens body is retained in the holder with an insert threadedly received in the holder. A set screw received in the insert applies pressure to the lens blank rear surface to deform the front concave surface which has been previously cut and polished to a spherical surface. The deformed front concave surface is re-cut into spherical shape in at least preselected portions of the front surface so that, upon release of squeezing pressure, the preselected portions of the front surface are aspheric to define portions of the optical zone having continuously variable optical powers. The center of the optical zone preferably remains spherical for improved night vision.",Contact Lens Corporation of America,US,G02C7/044,1994,"Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes -bifocal; multifocal-Annular configuration, e.g. pupil tuned"
soft contact lens,5314590,Method for cleaning and disinfecting soft contact lens and treating solution for soft contact lenses,1994-05-24,"An method for cleaning and disinfecting a soft contact lens, characterized by immersing the soft contact lens in a treating solution which does not generate any hypohalite during electrolysis, supplying a direct current, and raising the temperature of the treating solution; and a treating solution for a soft contact lens, characterized by containing a treating agent mainly composed of boric acid and borax in a concentration of at most 2.2 w/v % and having an electrical conductivity of at most 8 mS/cm are disclosed.",Tomei Sangyo Kabushiki Kaisha,US,A61L12/023,1994,"Methods or apparatus for disinfecting or sterilising contact lenses; Accessories therefor-using physical phenomena, e.g. electricity, ultrasonics or ultrafiltration-Electrolysis"
soft contact lens,5300262,Process of spincasting a compound contact lens,1994-04-05,"The process of reproducibly making a wholly spuncasted, non-truncated, ballasted soft contact lens containing a compound anterior surface. The process comprises spincasting a polymer-forming, lens forming monomeric mixture in a cavity mold having a surface that is offset to allow for generation of a prismatic ballast, a compound curvature and a central axis that is symmetrical to the peripheral edge of the lens being formed. This is done by rotating the monomer mixture in the mold whereby the mixture replicates the mold's surface while at the same time undergoes polymerization and forms a prismatic lens with the central axis of its posterior surface symmetrical to its peripheral edge, a corneal bowl free of the compound curvature and possessing a thickness profile that is asymmetrical with respect to its geometric center.","Allergan, Inc.",US,B29D11/00115,1994,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-made by rotational casting"
soft contact lens,5232003,Soft contact lens cleaner,1993-08-03,"A soft contact lens cleaner for cleaning soft contact lenses by stirring a soft contact lens cleaning solution. The cleaner includes a container which contains a soft contact lens cleaning solution, a container cap covered on the container, a rotary cap covered on the container cap to rotate a rotary plug cap, a lens holder assembly suspended from the rotary plug cap by a suspension frame inside the container. Soft cushions and gloves with raised grains are received in chambers inside the lens holder assembly and rotated by the rotary plug cap to stir the soft contact lens cleaning solution in washing and sterilizing the soft contact lenses in the lens holder assembly.",,,A45C11/005,1993,Receptacles for purposes not provided for in groups A45C1/00-A45C9/00 -Contact lens cases 
soft contact lens,5125728,Soft contact lens for the correction of astigmatism,1992-06-30,"The invention is incorporated to a soft contact lens. This lens has a concave posterior surface for fitting to the eye of a wearer, and a convex anterior surface for exposure from the eye of a wearer. The soft contact lens contains a correction for the eye having a component of astigmatism. A novel posterior surface has a central refractive segment sufficient in dimension to afford pupil coverage and therefore correction to the vision of the eye of the wearer. This central portion is configured for imparting a component of astigmatic correction of the eye of a wearer in a first central zone containing the refractive segment. When the contact lens is worn, this first central zone is juxtaposed to the central portion of the eye of the wearer. The posterior surface at the first central zone is surrounded by a posterior zone for fititng the soft contact lens to the eye of the wearer. This posterior zone about said first central zone has as its main purpose the maintenance of the contact lens to the eye of the wearer. Since by exclusion, it does not have substantial pupil coverage, it is tailored to the keratometry of the eye and enables the lens to be maintained on the eye. By combining the posterior central zone with the anterior portion of the lens, an arbitrary amount of refractive correction of error to the eye of the wearer can be accommodated.",Igel International Limited,GB,G02C7/048,1992,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes -Means for stabilising the orientation of lenses in the eye
soft contact lens,5076683,Spuncast compound contact lens,1991-12-31,"A reproducibly-made, wholly spuncast, non-truncated ballasted, compound surfaced soft contact lens and the method of making the same by spincasting a polymer forming monomer mixture.","Allergan, Inc.",US,B29D11/00115,1991,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-made by rotational casting"
soft contact lens,5073616,High water content soft contact lens,1991-12-17,"The present invention relates to a high water content soft contact lens containing 50-70% of water, obtained by copolymerizing five particular monomers at particular proportions. The high water content soft contact lens of the present invention has excellent durability to stain removers, a high mechanical strength and excellent shape retention.",HOYA CORPORATION,JP,C08F226/10,1991,"Copolymers of compounds having one or more unsaturated aliphatic radicals, each having only one carbon-to-carbon double bond, and at least one being terminated by a single or double bond to nitrogen or by a heterocyclic ring containing nitrogen-by a heterocyclic ring containing nitrogen-N-Vinyl-pyrrolidone"
soft contact lens,5069542,Contact lens,1991-12-03,"A contact lens has an elliptical inside surface with a numerical eccentricity of 0.2 to 0.5 and a zenith radius of curvature of 8.0 to 8.4 mm. The inside surface preferably has a peripheral, circularly cross sectioned bevelled zone. As a soft contact lens, it has these dimensions when fully hydrated and preferably consists of a copolymer comprising of 50% to 90% hydroxyethyl-methacrylate (HEMA) by weight, 2% to 20% one or more unsaturated carboxylic acids, 2% to 20% one or more base monomers, 5% to 25% aliphatic acrylate or methacrylate, and 0.1% to 1% of a dialkylene-glycol-dimethacrylate cross-linker.",Titmus Eurocon Kontaktlinsen GmbH & Co. KG.,DE,G02C7/04,1991,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
soft contact lens,5023971,Contact lens surface treatment apparatus,1991-06-18,"A manually operable contact lens surface treatment apparatus for performing such contact lens surface treatment procedures as polishing, cleaning or lens modification. The apparatus has a sleeve like housing with open ends. A mounting drum is removably inserted in one end of the housing and carries a cloth or pad extended across the retainer opening for access from the opposite end of the sleeve. A contact lens holder is releasably mounted in the opposite end of the sleeve by a mounting assembly permitting axial rotation of the lens holder and axial movement within the sleeve so that a contact lens secured by the holder can be brought into contact with the pad and rotated with respect to it in order to perform a procedure on the lens. A first form of contact lens holder is for holding a rigid lens and a second form is for holding a soft contact lens.",,,G02C13/008,1991,Assembling ; Repairing; Cleaning -Devices specially adapted for cleaning contact lenses
soft contact lens,4986586,Device for removing soft contact lens,1991-01-22,"A soft, contact-lens remover having a tweezer-like main portion having a pair of legs, each leg defining a free end. Each free end telescopingly-receives thereover a retaining sleeve. A pair of removable and adjustable lens-removers are provided, one for each free end of the pair of legs. Each lens-remover has an elongated reed-like member that is frictionally held between a respective free end of one of the pair of legs and its respective retaining sleeve. Each lens-remover has a soft tip at one end of the reed-like member, which soft tips contact and remove a soft contact-lens from an eye. Each lens-remover is relatively positionable with respect to a free end of a leg both in the longitudinal, length-wise direction in order to adjust the projection of the soft tip, and also in the angular direction.",,,A61F9/0061,1991,"Methods or devices for treatment of the eyes; Devices for putting in contact-lenses; Devices to correct squinting; Apparatus to guide the blind; Protective devices for the eyes, carried on the body or in the hand -Devices for putting-in contact lenses"
soft contact lens,4979812,Method and graphics for achieving optimal lens correction for subnormal vision due to impaired retinas and undeveloped defective focusing abilities,1990-12-25,"Patients suffering severe retinal damage and focusing impairment are examined in an area having actual or simulated outdoor illumination by viewing a large graphic having colored familiar objects, number and letters of graduated incremental sizes thereon with colored backgrounds either darker or lighter than the objects, numbers and letters involved which the patient points out to ascertain the patient's estimated optimal correction for distance vision. Based on said estimate, the patient is provided with a combination of a soft contact lens either between the estimated correction and a correction obtained by traditional testing methods using black letters against a white background in a darkened room, or the best correction obtained by the examination with the large graphic and a plurality of spectacle type lenses in incremental diopter corrections of two or three diopters for training purposes. The patient trains for a period of about four or more weeks indoors and outdoors whereby the soft contact lenses are worn and the patient views successively through different diopter lenses to improve focusing ability and perception and to arrive at a final optimal correction for soft contact lenses and further spectacle type lenses to be used for reading. During the training period the patient receives supportive therapy which provides detailed information on what the patient should expect and to overcome adverse reactions which may occur incident to the method.",,,A61B3/02,1990,"Apparatus for testing the eyes; Instruments for examining the eyes -Subjective types, i.e. testing apparatus requiring the active assistance of the patient"
soft contact lens,4971433,Method of making an improved dyed color change contact lens,1990-11-20,"The invention discloses a method of making a soft contact lens that will change the appearance of a dark brown eye to a light blue or green. The lens is made by dying the iris area of the convex (front lens surface) the desired transparent color. A white, light reflecting compound is precipitated in the iris area of the concave lens surface. The lens is placed on the cornea of a dark colored eye and the light colored concave (back lens surface) is viewed through the transparent dyed colored convex surface providing an apparent new color to the eye.",Sunsoft Corporation,US,B29D11/00317,1990,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of lenses with markings or patterns"
soft contact lens,4966924,Soft contact lens and method of manufacturing the same,1990-10-30,"A soft contact lens of PVA having a tensile strength of not less than 10 kg/cm.sup.2, a water content ranging from 40 to 95% by weight, a visible light transparency of not less than 90%, and an oxygen permeability of not less than 30.times.10.sup.-11 cm.sup.3 .multidot.(STP).multidot.cm/cm.sup.2 .multidot.sec.multidot.mmHg. This soft contact lens can be prepared by forming a solution of PVA in a mixed solvent of water and an organic solvent, pouring the PVA solution in a mold having a shape of contact lens, and crystallizing at a temperature of not more than ordinary temperature. The soft contact lens has a high mechanical strength, high water content, high transparency and high oxygen permeability.",Biomaterials Universe Inc.,JP,G02C7/04,1990,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
soft contact lens,4943150,Method of making variable modulus lenses,1990-07-24,A method for forming a contact lens comprising subjecting a soft contact lens impregnated with a polymerizable liquid composition which may be polymerized in said lens to render said lens relatively rigid and which may be polymerized upon exposure to radiation with radiation in a selected manner so as to render selected portions of said lens relatively rigid.,BAUSCH & LOMB INCORPORATED,US,B29D11/00163,1990,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-Auxiliary operations, e.g. removing oxygen from the mould, conveying moulds from a storage to the production line in an inert atmosphere-Curing of the contact lens material-Differential curing, e.g. by differential radiation-Movable masks or shutters, e.g. to vary the exposure"
soft contact lens,4931228,Method of manufacturing soft contact lens buttons,1990-06-05,"A method for manufacturing soft contact lens buttons includes the steps of providing a unique monomeric mixture and polymerizing the mixture in an open mold in a non-convecting environment. In one preferred embodiment the monomeric mixture includes purified 2-hydroxyethyl methacrylate and between about 0.015 to about 0.10% by weight diethylene glycol methacrylate. The polymerizing step includes a first heating at 70.degree. C. for about one-and-one-half hours and a second heating at about 105.degree. C. for about two hours. The mold is composed of material that softens at the temperatures it is subjected to during the polymerization process. The non-convecting environment allows longer polymerization times to be used without evaporating volatile components. Lower temperatures, and an open and deformable mold, reduces stresses the hardening button is subjected to, to yield a stronger and tear-resistant product.",Coastvision,US,B29D11/00134,1990,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-Auxiliary operations, e.g. removing oxygen from the mould, conveying moulds from a storage to the production line in an inert atmosphere-Curing of the contact lens material"
soft contact lens,4908147,Aqueous self preserving soft contact lens solution and method,1990-03-13,"A method for cleaning or preserving a soft contact lens comprising intimately contacting said soft contact lens with an aqueous solution containing an effective surfactant and solution preservative amount of an amphoteric surfactant of the formula: ##STR1## wherein R is alkyl, alkenyl or alkanedienyl of six to eighteen carbon atoms which may be substituted; PA0 A is --O--, --S--, ##STR2## where R' is hydrogen or lower alkyl; R.sub.1 is alkylene of 2 to 6 carbon atoms, which is unsubstituted or substituted by hydroxy; PA0 n is 0 or 1; PA0 R.sub.2 and R.sub.3 are independently hydrogen or lower alkyl which is unsubstituted or substituted by carboxy or one or two hydroxyls, one of which may be esterified with phosphoric or sulfuric acid; and PA0 R.sub.4 is alkylene of up to 3 carbon atoms, which is unsubstituted or substituted by hydroxy; and the ophthalmologically acceptable salts thereof; and compositions for use in such methods.",Ciba-Geigy,US,C11D3/0078,1990,"Other compounding ingredients of detergent compositions covered in group C11D1/00-Other compounding ingredients characterised by their effect-Compositions for cleaning contact lenses, spectacles or lenses"
soft contact lens,4898695,Method for tinting hydrophilic plastic articles,1990-02-06,"Tinted hydrophilic plastic articles, such as soft contact lenses, are prepared by carrying out the tinting operation while the hydrophilic material is still in its non-hydrated state. Tinting at this point avoids the need for use of swelling agents and also permits integration of the tinting procedure into an overall automated manufacturing operation. A preferred embodiment of the invention is an integrated process for producing a tinted soft contact lens comprising the steps of providing a casting mold having an arbor formed as a cup shaped container, filling said container with a monomeric lens forming liquid, polymerizing said liquid to produce a lens blank having one optical surface formed by the bottom of said cup shaped container, generating (e.g., machining) a second optical surface on said blank while said casting mold is mounted on a precision mandrel, tinting said resulting lens by impregnating the pores of said blank with a dispersion of a solubilized vat dye precursor and subsequently precipitatintg an insoluble vat dye within said pores, the blank being rinsed both before and after precipitation of said vat dye while still mounted in said casting mold, drying said blank to return it to a substantially xerogel state, edging and further processing said blank to convert it into a tinted hydrated soft contact lens, and subsequently hydrating said lens. While the foregoing is the preferred embodiment, the method may be utilized at the xerogel stage in all other presently known methods of forming lenses, e.g., lathing, cast molding and spin casting.",Pilkington Visioncare Inc.,US,B29D11/00903,1990,"Producing optical elements, e.g. lenses or prisms -Applying coatings; tinting; colouring -colouring or tinting-on the surface"
soft contact lens,4889689,Method of disinfecting a soft contact lens with a diethylene triamine penta(methylenephosphonic acid) stabilized hydrogen peroxide solution,1989-12-26,"A method of disinfecting a soft contact lens with a stabilized aqueous hydrogen peroxide solution having a pH between about 5.5 and about 7.5, a hydrogen peroxide content of between about 0.5 and about 6% by weight, and containing between about 0.003 and about 0.03% by weight of diethylene triamine penta(methylenephosphonic acid) or a physiologically compatable salt thereof, and compositions for use in such method.",Ciba-Geigy,US,A61L12/124,1989,"Methods or apparatus for disinfecting or sterilising contact lenses; Accessories therefor-using chemical substances-Non-macromolecular oxygen-containing compounds, e.g. hydrogen peroxide or ozone -Hydrogen peroxide; Peroxy compounds"
soft contact lens,4886350,Perforated soft contact lens and a method for manufacturing thereof,1989-12-12,"A perforated soft contact lens which has at least one perforated formed inside the optical zone of lens, i.e. in the distance 0 to 3.5 mm from the lens center. It is manufactured by placing the lens in a swollen state with its inner surface on an elastic base and pressing a punch perpendicularly to the outer surface. Further possible method of manufacturing consists in sticking the soft hydrophilic lens on a hard base, drying and then drilling the openings, advantageously to the first contact of a drill with the base.",Ceskoslovenska akademie ved,SK,G02C7/049,1989,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes -Contact lenses having special fitting or structural features achieved by special materials or material structures
soft contact lens,4882403,Non-hydrous soft contact lens and process for producing the same,1989-11-21,"A non-hydrous soft contact lens comprising a copolymer comprising, as monomer units: PA0 (a) from 33.9 to 89 mol % of an acrylate represented by the general formula (I) shown below; PA0 (b) from 4.9 to 65 mol % of a methacrylate represented by the general formula (II) shown below; PA0 (c) from 1 to 20 mol % of at least one selected from an unsaturated carboxylic acid and its particular esters; PA0 (d) from 0 to 20 mol % of a particular acrylic acid ester having a straight chain alkyl or fluoroalkyl group; PA0 (e) from 0 to 20 mol % of a methacrylic acid ester having a straight-chain alkyl group; PA0 (f) from 0.1 to 10 mol % of a crosslinking monomer. General formula (I): ##STR1## wherein R.sub.1 is a particular straight-chain alkyl or fluoroalkyl group. General formula (II): ##STR2## wherein R.sub.2 is a particular straight-chain fluoroalkyl group; and a process for preparing the same. This contact lens has good oxygen permeability, mechanical strength, etc.",Japan Synthetic Rubber Corporation,JP,G02B1/043,1989,"Optical elements characterised by the material of which they are made; Optical coatings for optical elements-made of organic materials, e.g. plastics -Lenses-Contact lenses"
soft contact lens,4874562,Method of molding a polyvinyl alcohol contact lens,1989-10-17,"A soft contact lens of PVA having a tensile strength of not less than 10 kg/cm.sup.2, a water content ranging from 40 to 95% by weight, a visible light transparency of not less than 90%, and an oxygen permeability of not less than 30.times.10.sup.-11 cm.sup.3.(STP).cm/cm.sup.2.sec.mmHg. This soft contact lens can be prepared by forming a solution of PVA in a mixed solvent of water and an organic solvent, pouring the PVA solution in a mold having a shape of contact lens, and crystallizing at a temperature of not more than ordinary temperature. The soft contact lens has a high mechanical strength, high water content, high transparency and high oxygen permeability.",Biomaterials Universe Inc.,JP,G02C7/04,1989,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
soft contact lens,4829126,High water-absorptive soft contact lens,1989-05-09,"A highly water-absorptive soft contact lens made of a copolymer comprising PA1 (A) 10 to 40 parts by weight of an acrylate or methacrylate polymer having a hydrophilic group and at least one polymerizable group in its molecule and PA1 (B) 90 to 60 parts by weight of a hydrophilic monomer selected from the group consisting of a N-vinyllactam, acrylamide, N-substituted acrylamide derivative, methacrylamide and N-substituted methacrylamide derivative; the total amount of the components (A) and (B) being 100 parts by weight. The soft contact lens has a high water content, excellent oxygen permeability, transparency and excellent physical properties.","Toyo Contact Lens Co., Ltd.",US,G02B1/043,1989,"Optical elements characterised by the material of which they are made; Optical coatings for optical elements-made of organic materials, e.g. plastics -Lenses-Contact lenses"
soft contact lens,4815846,Toric soft contact lens holder,1989-03-28,An apparatus for positioning a toric soft contact lens in relation to an optical measuring instrument includes discs for supporting the contact lens and a handle for rotatably holding the discs. Separate discs are provided for front vertex power measurements and for back vertex power measurements. Spacers are provided for advantageously positioning the discs on the lens rest of the measuring instrument. Methods are described for verifying lens markings with the device. The device can also be used as an aid in lens inspection.,,,G01M11/0214,1989,Testing of optical apparatus; Testing structures by optical methods not otherwise provided for-Testing optical properties-Details of measuring devices-Details of devices holding the object to be tested
soft contact lens,4796991,Method and apparatus for measuring soft contact lenses,1989-01-10,"This invention relates to a method and apparatus for measuring the optical power of soft contact lenses having a lens holding apparatus which is mountable on known prior art lensmeter structures. The lens holding apparatus includes a basic support housing means, a lens holder assembly mounted on the basic support housing means, and a lens conditioner means connected to the basic support housing means and operably engagable with the lens holder assembly. The lens holder assembly includes a contoured lens support member having a transparent lens support surface to substantially duplicate the outer contour and size of a person's eye. The lens conditioner means includes a lens wiper assembly operable through an actuator linkage assembly to move a wiper blade member over the contoured lens support member with a soft contact lens mounted thereon to provide a wetting action on both sides of the soft contact lens to duplicate the conditions when worn on the cornea of a person's eye. This operation substantially duplicates the condition of the soft contact lens as being worn on the cornea of a person's eye. The method of this invention relates to optical power measurement with the use of a lens support member being (1) cleansing; (2) wetting; (3) wiping; (4) measuring the soft contact lens; and (5) periodically rewetting and operating the device as required.",,,G01M11/0214,1989,Testing of optical apparatus; Testing structures by optical methods not otherwise provided for-Testing optical properties-Details of measuring devices-Details of devices holding the object to be tested
soft contact lens,4782946,Soft contact lens hydration device and kit,1988-11-08,A hydration device and kit are provided for effecting the hydration of a dehydrated soft contact lens resident within the cavity of a mold element in which the lens was formed.,"Allergan, Inc.",US,A45C11/005,1988,Receptacles for purposes not provided for in groups A45C1/00-A45C9/00 -Contact lens cases 
soft contact lens,4777684,Apparatus and method for custom tinting soft contact lenses by dispenser of lenses,1988-10-18,"Presented is a method and apparatus for custom tinting soft contact lenses in the dispensing office prior to dispensing such lenses to the wearer, or even after they have been dispensed and worn for a time. In the past, contact lenses have been tinted by mass production means by a very limited number of manufacturers. In one aspect, this invention presents a device that can be used by a dispensing optician, optometrist or ophthalmologist to custom tint soft contact lenses to the specification of the wearer while the wearer waits for the lenses to be tinted. In terms of structure, the apparatus comprises a hand-held device into which a soft contact lens may be deposited and sealed and subjected to the chemical reaction of an appropriate dye to tint the contact lens to the requisite color. The lens is held contained within the device for requisite time to secure adequate reaction of the dye stuff with the material from which the lens is manufactured, and subsequently the dye is flushed from the apparatus and the lens removed.",,,G02C7/021,1988,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-with pattern for identification or with cosmetic or therapeutic effects 
soft contact lens,4761069,Contact lens and method of molding,1988-08-02,"A soft contact lens made of a hydrated polymer with an overall water content in the range of 40% to 90% by weight has a water content at the front surface of the lens which is at least 3 percentage points higher than the water content at its rear cornea-contacting surface, as measured by use of an Abbe refractometer. The lens is made from a monomer capable of polymerizing to form a clear transparent partially swollen hydrogel polymer and a diluent forming from 15 to 50% by weight of the moulding mixture, which is moulded between a convex and a concave mould member of different materials chosen so that the lens has the different water contents at its surfaces, as mentioned above. After curing, the mould members are separated with the partially swollen lens adhering to the convex mould member and the whole immersed in an aqueous medium, which may be a weak alkali solution, so as to cause the lens to separate from the convex mould member, to substitute water for any replaceable non-aqueous diluent in the lens, and to cause the lens to swell to substantially its fully hydrated state. The swollen lens is then transferred into saline solution which replaces the water and is packaged and sealed in saline solution in a container. The lens may be sterilized by treatment in an autoclave before and/or after packaging and sealing.",Sola International Holdings Ltd.,AU,G02C7/04,1988,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes 
soft contact lens,4747682,Method and graphic to achieve optimal lens correction for subnormal vision due to impaired retinas and undeveloped defective focusing abilities,1988-05-31,"Patients suffering severe retinal damage and focusing impairment are tested in an area having actual or simulated outdoor illumination by viewing a graphic having colored familiar objects and letters of graduated incremental sizes thereon with colored backgrounds either darker or lighter than the objects and letters involved to ascertain the patient's estimated optimal correction for distance vision. Based on said estimate, the patient is provided with a combination of a soft contact lens between the estimated correction and a correction obtained by traditional testing methods using black letters against a white background in a darkened room, and a plurality of spectacle type lenses in incremental diopter corrections of two or three diopters for training purposes. The patient trains for about twelve weeks using such combination indoors and outdoors whereby the soft contact lenses are worn and the patient views successively through different diopter lenses to improve focusing ability and perception and to arrive at a final optimal correction for soft contact lenses and further spectacle type lenses to be used for reading. During the latter period the patient receives supportive therapy which provides detailed information on what the patient should expect and to overcome adverse reactions which may occur incident to the method. Improved soft contact lens prescriptions are also possible for patients having normal retinas by using the disclosed graphic and vision testing method.",,,A61B3/02,1988,"Apparatus for testing the eyes; Instruments for examining the eyes -Subjective types, i.e. testing apparatus requiring the active assistance of the patient"
soft contact lens,4744647,Semi-opaque corneal contact lens or intraoccular lens and method of formation,1988-05-17,"A selected pattern of disruptions in the lens material of a soft or hard corneal contact lens or intraoccular lens is provided which substantially disrupts the undistorted transmisability of an image to the lens to render it semi-opaque. Preferably, these disruptions are formed by a laser beam which causes the disruptions. The pattern may be used for coding of lens prescription or the like. In another embodiment, a ring may be formed in a soft contact lens of the general shape of the cornea and colored to provide a total color change in the appearance of the iris.",Lens Plus Corporation,US,G02C7/021,1988,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-with pattern for identification or with cosmetic or therapeutic effects 
soft contact lens,4719657,Method of forming iris variegation patterns on contact lenses,1988-01-19,A tinted soft contact lens such as a hydrated hydrogel lens having a variegated iris pattern is prepared by forming an iris pattern on the lens with a viscous paste which can contain an unoxidized vat dye. The lens is treated with a developer solution to obtain a tinted lens having an iris pattern which can be clear or different in color or in hue from the surrounding iris area.,BAUSCH & LOMB INCORPORATED,US,B29D11/00903,1988,"Producing optical elements, e.g. lenses or prisms -Applying coatings; tinting; colouring -colouring or tinting-on the surface"
soft contact lens,4705370,Apparatus for custom tinting soft contact lenses by dispenser of lenses,1987-11-10,"Presented is a method and apparatus for custom tinting soft contact lenses in the dispensing office prior to dispensing such lenses to the wearer, or even after they have been dispensed and worn for a time. In the past, contact lenses have been tinted by mass production means by a very limited number of manufacturers. In one aspect, this invention presents a device that can be used by a dispensing optician, optometrist or ophthalmologist to custom tint soft contact lenses to the specification of the wearer while the wearer waits for the lenses to be tinted. In terms of structure, the apparatus comprises a hand-held device into which a soft contact lens may be deposited and sealed and subjected to the chemical reaction of an appropriate dye to tint the contact lens to the requisite color. The lens is held contained within the device for a requisite time to secure adequate reaction of the dye stuff with the material from which the lens is manufactured, and subsequently the dye is flushed from the apparatus and the lens removed.",,,G02C7/021,1987,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-with pattern for identification or with cosmetic or therapeutic effects 
soft contact lens,4702573,Variable powered contact lens,1987-10-27,"A soft contact lens of soft opthalmic plastic material with an anterior portion resiliently deformable by movement of the eye. The lens is of the scleral-corneal type, and has a base-down prism portion which moves under the lower eyelid. When the eye gazes downwardly and inwardly, pressure of the lower lid on the thickened portion of the lens causes a bulging of the anterior portion of the lens near the center, creating an increase in diopter power. A slab-off bevel of the lens sides shapes the bulge into proper spherical condition for clearer vision.",,,G02C7/049,1987,Optical parts -Lenses; Lens systems ; ; Methods of designing lenses-Contact lenses for the eyes -Contact lenses having special fitting or structural features achieved by special materials or material structures
soft contact lens,4701038,Cosmetic contact lens,1987-10-20,A cosmetic soft contact lens which alters the apparent color of the iris by employing small light reflecting particles imbedded in a colored transparent matrix. The lens is made in the hard state from a xerogel blank having a colored pupil area surrounded by a colored iris area having imbedded light reflecting particles. A clear peripheral area is present outside the iris area. A zerogel contact lens is made from the cosmetic blank and hydrated to form a larger soft hydrogel cosmetic contact lens. The cosmetic contact lens serves a dual purpose to correct the visual errors and change the apparent color of the eye. The natural iris pattern is visible through the lens providing a natural appearance.,BAUSCH & LOMB INCORPORATED,US,B29D11/00932,1987,"Producing optical elements, e.g. lenses or prisms -Combined cutting and grinding thereof"
soft contact lens,4699934,Soft contact composition and method,1987-10-13,"A soft contact lens is provided by: pouring an excess amount of an original solution for producing a soft contact lens into a concave mold; placing a convex mold on said concave mold and overflowing the excess of said original solution to thereby uniformly fill said original solution in a space between said concave mold and said convex mold; gelling said original solution between the two molds to form therebetween a lens having a tensile strength of at least about 0.1 kgf/cm.sup.2 ; immersing said lens and said two molds in a liquid to peel said lens from said molds; and extracting the thus-peeled lens via an extraction treatment with water. The ""original solution"" contains: PA1 a component A selected form the group consisting of monomers and hydrophilic polymers, wherein the monomers yield hydrophilic components when polymerized; a component B, which is a hydrophobic polymer having ethylenic double bonds in its side chains as post-cross-linkable groups, and a solvent C, the weight ratio of A:B being from about 85:15 to about 55:45 and solvent C being about 5 to 95% by weight.","Toray Industries, Inc.",JP,B29D11/00125,1987,"Producing optical elements, e.g. lenses or prisms -Production of simple or compound lenses-Production of contact lenses-Auxiliary operations, e.g. removing oxygen from the mould, conveying moulds from a storage to the production line in an inert atmosphere"
soft contact lens,4687816,Surface treatment of soft contact lenses,1987-08-18,"A process for the treatment of a soft contact lens, to increase its resistance to the deposition thereon and diffusion and accumulation therein of substances which will promote its clouding and discoloration in use, and to improve its mechanical strength, includes treating a hydroxyl group-containing acrylic ester soft contact lens or replica with an organic acid anhydride for a sufficient period of time to treat at least a portion of polymer molecules on the outer surfaces, e.g. by esterifying hydroxyl groups on the molecules and facilitating extraction of organic-type impurities. The process is optionally performed in the presence of a medium which partially swells the surface regions of the lens or replica prior to or during the process.","Sola USA, Inc.",US,C08J7/14,1987,"Chemical treatment or coating of shaped articles made of macromolecular substances -Chemical modification-with acids, their salts or anhydrides"
